,Unnamed: 0,COD,DO,EC,NO3,N2,TSS,TEMP,PH
620,620,"((0, 1, 0), (0, 2, 0, 12), 181.9555773491197)","((2, 2, 0), (0, 0, 0, 12), 157.83994293258849)","((1, 0, 1), (2, 2, 1, 12), 661.4985495926246)","((1, 2, 0), (0, 1, 1, 12), 65.49030111520693)","((1, 2, 0), (1, 0, 0, 12), 124.72969606045875)","((0, 0, 0), (1, 0, 1, 12), 555.794193096774)","((0, 0, 0), (1, 0, 1, 12), 213.72869794739478)","((2, 1, 1), (0, 2, 0, 12), 119.4984138206417)"
621,621,"((0, 0, 0), (0, 2, 0, 12), 185.80531332243046)","((1, 1, 0), (0, 2, 0, 12), 158.01921856370353)","((0, 2, 0), (1, 0, 0, 12), 664.7660260203756)","((1, 2, 0), (1, 1, 1, 12), 65.61171019377542)","((2, 2, 2), (0, 2, 0, 12), 124.783381689018)","((1, 0, 0), (0, 1, 0, 12), 556.5997833518041)","((2, 2, 1), (0, 0, 0, 12), 214.0823912104505)","((1, 2, 2), (0, 2, 0, 12), 119.54230200244096)"
622,622,"((1, 2, 0), (0, 0, 1, 12), 186.3727322060278)","((1, 2, 1), (0, 2, 0, 12), 158.57333816788218)","((0, 0, 2), (2, 2, 1, 12), 665.2174911943977)","((1, 2, 0), (1, 2, 0, 12), 66.26632762558985)","((0, 0, 1), (0, 0, 1, 12), 125.05148435445645)","((0, 1, 0), (0, 1, 0, 12), 558.2755359327094)","((1, 2, 1), (0, 0, 0, 12), 214.360285941879)","((2, 0, 1), (0, 2, 0, 12), 120.30724344038867)"
623,623,"((1, 2, 0), (1, 0, 0, 12), 187.442606403164)","((0, 1, 0), (0, 1, 0, 12), 161.6632236414861)","((0, 2, 0), (0, 1, 0, 12), 670.9686157841518)","((1, 2, 0), (2, 0, 1, 12), 66.73121185696641)","((2, 2, 0), (0, 0, 0, 12), 125.83724356458313)","((1, 1, 0), (0, 1, 0, 12), 559.3351026356171)","((2, 0, 0), (0, 0, 0, 12), 215.23928831342272)","((2, 2, 2), (0, 2, 0, 12), 120.30869811307818)"
624,624,"((0, 0, 1), (0, 0, 2, 12), 188.99768775902785)","((0, 2, 1), (0, 1, 0, 12), 162.89341304338788)","((0, 0, 1), (0, 0, 1, 12), 689.5647029245633)","((0, 2, 0), (1, 1, 2, 12), 66.9451918115346)","((1, 2, 1), (0, 2, 0, 12), 125.95857230622731)","((0, 0, 2), (1, 0, 0, 12), 560.0817643925203)","((0, 1, 0), (0, 0, 0, 12), 217.78837691988215)","((0, 2, 0), (1, 0, 1, 12), 120.46935419429036)"
625,625,"((1, 2, 0), (1, 0, 1, 12), 189.15359332067456)","((2, 2, 0), (0, 1, 0, 12), 166.00769203225138)","((0, 1, 2), (0, 0, 0, 12), 702.9604511297903)","((2, 1, 0), (0, 2, 0, 12), 67.55291329075892)","((1, 2, 0), (1, 0, 1, 12), 126.55227183399235)","((0, 0, 1), (1, 0, 0, 12), 561.5965305275978)","((0, 2, 1), (0, 0, 0, 12), 218.61028016942947)","((2, 2, 1), (0, 2, 0, 12), 120.67496133488203)"
626,626,"((0, 1, 0), (0, 0, 0, 12), 189.29482339266912)","((1, 2, 0), (0, 0, 0, 12), 168.06415499984786)","((1, 1, 2), (0, 0, 0, 12), 705.1387898244474)","((1, 2, 0), (2, 0, 2, 12), 67.90178959265054)","((2, 2, 1), (0, 2, 0, 12), 128.08172794414645)","((1, 2, 0), (0, 0, 1, 12), 564.7822462916447)","((0, 0, 0), (0, 1, 0, 12), 222.05299468890294)","((0, 2, 0), (1, 0, 0, 12), 120.87353333298101)"
627,627,"((0, 2, 1), (0, 0, 0, 12), 191.60763130790826)","((0, 2, 0), (0, 1, 1, 12), 169.38751738117026)","((2, 1, 2), (0, 0, 0, 12), 710.4306897022368)","((1, 2, 0), (0, 0, 2, 12), 68.0214136502899)","((2, 2, 0), (0, 1, 0, 12), 130.2429211770957)","((0, 0, 1), (0, 0, 1, 12), 565.654216224815)","((1, 0, 0), (0, 0, 0, 12), 222.21533687674372)","((1, 2, 1), (0, 2, 0, 12), 121.36077697841041)"
628,628,"((1, 0, 0), (0, 0, 0, 12), 192.63945006392802)","((0, 2, 0), (1, 0, 1, 12), 174.96886613224558)","((2, 2, 2), (0, 0, 0, 12), 712.5532714034276)","((2, 2, 1), (0, 2, 0, 12), 73.43106472757053)","((0, 1, 0), (0, 2, 0, 12), 132.3988670180863)","((2, 2, 0), (0, 1, 0, 12), 566.644241420279)","((0, 0, 0), (1, 0, 0, 12), 223.00842922199075)","((1, 1, 0), (0, 2, 0, 12), 123.2409526103893)"
629,629,"((2, 2, 0), (0, 1, 0, 12), 198.59563185241936)","((2, 2, 0), (0, 2, 0, 12), 176.23771631572893)","((1, 0, 2), (0, 0, 0, 12), 713.5069636566554)","((1, 2, 0), (1, 0, 0, 12), 73.72644021181634)","((0, 2, 1), (0, 2, 0, 12), 133.45873013442485)","((1, 2, 0), (1, 0, 1, 12), 566.8923233262237)","((1, 2, 0), (0, 1, 0, 12), 227.44043083612755)","((1, 0, 0), (0, 2, 0, 12), 125.55348203999696)"
630,630,"((2, 2, 0), (0, 2, 0, 12), 200.04458834841347)","((0, 2, 0), (0, 0, 1, 12), 176.25107593519655)","((1, 2, 2), (0, 0, 0, 12), 714.6742846074736)","((1, 2, 0), (1, 0, 1, 12), 74.58322577700926)","((0, 2, 0), (0, 0, 2, 12), 135.59932572320048)","((1, 2, 0), (1, 0, 0, 12), 567.2156077564154)","((1, 2, 0), (0, 2, 0, 12), 228.11346861057763)","((0, 0, 1), (0, 2, 0, 12), 128.99607585587114)"
631,631,"((1, 2, 0), (0, 2, 0, 12), 207.28212099519578)","((0, 2, 1), (0, 2, 0, 12), 177.1705120410013)","((2, 0, 2), (0, 0, 0, 12), 715.5854893102545)","((1, 2, 0), (0, 0, 1, 12), 76.04193498460276)","((0, 2, 0), (1, 0, 2, 12), 137.94639421097736)","((0, 0, 0), (0, 1, 0, 12), 574.7594339560164)","((2, 2, 0), (0, 0, 0, 12), 236.7533445393279)","((2, 2, 0), (0, 2, 0, 12), 129.69558310489336)"
632,632,"((1, 2, 0), (0, 1, 0, 12), 209.164195339613)","((0, 1, 0), (0, 2, 0, 12), 179.22155450643774)","((2, 1, 0), (0, 0, 0, 12), 716.1308669650433)","((2, 0, 1), (1, 2, 0, 12), 76.80752742383731)","((0, 2, 0), (2, 0, 0, 12), 138.40625286026875)","((0, 2, 0), (0, 0, 1, 12), 578.9294262243301)","((0, 2, 0), (0, 0, 1, 12), 240.0624720132451)","((0, 2, 1), (0, 2, 0, 12), 131.76116363696076)"
633,633,"((0, 0, 2), (0, 0, 1, 12), 211.96164181361706)","((0, 2, 0), (1, 0, 0, 12), 181.91064870521888)","((0, 2, 2), (0, 0, 0, 12), 716.9870782072549)","((1, 1, 0), (0, 2, 0, 12), 78.29976952434819)","((0, 2, 0), (0, 1, 1, 12), 138.9653892444506)","((0, 2, 0), (1, 0, 1, 12), 581.0223958427092)","((0, 2, 0), (1, 0, 1, 12), 241.92401933951876)","((1, 2, 0), (0, 1, 0, 12), 131.93002202844139)"
634,634,"((2, 2, 0), (0, 0, 0, 12), 212.9074399815893)","((0, 0, 2), (0, 0, 2, 12), 183.03800751779698)","((0, 2, 1), (0, 0, 0, 12), 717.8726731860373)","((0, 0, 0), (0, 0, 1, 12), 80.74184786736248)","((0, 2, 0), (2, 0, 1, 12), 140.01045835801662)","((0, 0, 0), (1, 0, 0, 12), 582.2129723997523)","((0, 2, 0), (1, 0, 0, 12), 242.93286570111812)","((0, 1, 0), (0, 2, 0, 12), 135.0016148331083)"
635,635,"((0, 2, 0), (0, 0, 1, 12), 216.20780606199457)","((1, 2, 0), (0, 1, 0, 12), 183.55341436415716)","((2, 1, 1), (0, 0, 0, 12), 718.3600481374141)","((1, 2, 1), (0, 2, 0, 12), 81.36688581764007)","((2, 2, 0), (0, 2, 0, 12), 140.2683227357797)","((0, 2, 0), (1, 0, 0, 12), 589.6750741705695)","((1, 2, 0), (0, 0, 0, 12), 254.23926270403413)","((0, 2, 0), (0, 0, 0, 12), 136.0701670718474)"
636,636,"((0, 0, 0), (0, 0, 2, 12), 217.85866432253263)","((1, 2, 0), (0, 2, 0, 12), 194.07080918264762)","((1, 1, 1), (0, 0, 0, 12), 720.1767540993568)","((0, 0, 2), (0, 0, 0, 12), 81.6299722409471)","((0, 2, 0), (2, 0, 2, 12), 140.5901035277515)","((1, 2, 0), (0, 1, 0, 12), 590.3893034160337)","((0, 2, 0), (0, 2, 0, 12), 262.6392087612613)","((0, 0, 0), (0, 2, 0, 12), 139.3899832920135)"
637,637,"((0, 2, 0), (1, 0, 1, 12), 218.08746939550932)","((0, 0, 1), (0, 0, 2, 12), 194.68152903843333)","((2, 2, 1), (0, 0, 0, 12), 720.7773605450171)","((1, 2, 0), (0, 0, 0, 12), 84.15519083206073)","((0, 2, 0), (1, 1, 1, 12), 142.24161097148672)","((0, 2, 0), (0, 1, 0, 12), 596.7141916064094)","((0, 2, 0), (0, 1, 0, 12), 264.18064391236294)","((1, 2, 0), (0, 2, 0, 12), 154.62261275313057)"
638,638,"((0, 2, 0), (0, 2, 0, 12), 219.05943990850923)","((0, 0, 2), (0, 0, 1, 12), 213.426037326458)","((2, 2, 0), (0, 0, 0, 12), 721.9846217930333)","((1, 2, 0), (0, 1, 0, 12), 84.67082524677538)","((1, 2, 0), (0, 1, 0, 12), 142.54870104578748)","((0, 0, 0), (0, 0, 1, 12), 606.501557266387)","((0, 2, 0), (0, 0, 0, 12), 281.6551115052861)","((0, 2, 0), (0, 1, 0, 12), 163.096255841981)"
639,639,"((0, 2, 0), (1, 0, 0, 12), 220.97949330452118)","((0, 2, 0), (0, 0, 0, 12), 215.60473903028728)","((0, 1, 1), (0, 0, 0, 12), 721.9970932685652)","((0, 2, 0), (1, 0, 2, 12), 87.46228243118108)","((0, 2, 0), (1, 1, 0, 12), 142.60154414573364)","((0, 1, 2), (0, 0, 0, 12), 609.8125056153589)","((0, 0, 2), (0, 0, 2, 12), 291.22080950516937)","((0, 0, 2), (0, 0, 2, 12), 174.91119538827678)"
640,640,"((1, 2, 0), (0, 0, 0, 12), 224.32847509017049)","((0, 2, 0), (0, 1, 0, 12), 224.75797694609852)","((1, 2, 1), (0, 0, 0, 12), 722.496720151081)","((0, 2, 0), (0, 1, 1, 12), 90.36273899416787)","((0, 0, 0), (0, 0, 1, 12), 144.91316787156228)","((1, 1, 2), (0, 0, 0, 12), 611.5905563867003)","((0, 0, 1), (0, 0, 2, 12), 329.67828240893556)","((0, 2, 0), (0, 2, 0, 12), 181.6019321115567)"
641,641,"((0, 2, 0), (0, 1, 0, 12), 232.31852899218526)","((0, 2, 0), (0, 2, 0, 12), 228.90257521889097)","((1, 1, 0), (0, 0, 0, 12), 730.7421071905599)","((0, 2, 0), (2, 0, 2, 12), 90.77667599439607)","((1, 2, 0), (0, 0, 0, 12), 147.18674439151462)","((1, 2, 2), (0, 0, 0, 12), 612.0582079095701)","((0, 2, 1), (2, 2, 1, 12), 330.52109902120844)","((0, 0, 1), (0, 0, 2, 12), 203.37087043352273)"
642,642,"((0, 0, 1), (0, 0, 1, 12), 244.89702917760982)","((0, 0, 0), (0, 0, 2, 12), 232.8529470789481)","((0, 1, 0), (0, 0, 0, 12), 731.1206401642279)","((0, 2, 0), (0, 0, 2, 12), 91.16926685253567)","((1, 2, 0), (0, 2, 0, 12), 148.3726918303303)","((0, 2, 2), (0, 0, 0, 12), 612.4247847154504)","((0, 0, 2), (0, 0, 1, 12), 384.970616502611)","((0, 0, 2), (0, 0, 1, 12), 235.83491267926848)"
643,643,"((0, 2, 0), (0, 0, 0, 12), 259.6469840989225)","((0, 0, 1), (0, 0, 1, 12), 265.04597566727335)","((2, 0, 1), (0, 0, 0, 12), 732.1134740382815)","((0, 2, 0), (2, 0, 0, 12), 91.3674959598143)","((0, 0, 2), (0, 0, 0, 12), 151.07711215011577)","((2, 2, 2), (0, 0, 0, 12), 613.1689607001817)","((0, 0, 0), (0, 0, 2, 12), 390.89018563232054)","((0, 0, 0), (0, 0, 2, 12), 260.8289653601599)"
644,644,"((0, 0, 2), (0, 0, 0, 12), 282.88457735766735)","((0, 0, 0), (0, 0, 1, 12), 320.8676520509961)","((2, 0, 0), (0, 0, 0, 12), 732.1779838169913)","((0, 1, 0), (0, 2, 0, 12), 92.5505090047359)","((0, 2, 0), (0, 0, 1, 12), 157.70128817107107)","((2, 1, 2), (0, 0, 0, 12), 613.9202293515048)","((0, 0, 1), (0, 0, 1, 12), 487.74355963008315)","((0, 0, 1), (0, 0, 1, 12), 276.40635182328975)"
645,645,"((0, 0, 0), (0, 0, 1, 12), 292.67436742822605)","((0, 0, 2), (0, 0, 0, 12), 329.75071356511387)","((1, 2, 0), (0, 0, 0, 12), 732.45397161111)","((0, 2, 0), (1, 1, 1, 12), 92.56369107552034)","((0, 2, 0), (1, 0, 0, 12), 159.41873828133754)","((1, 1, 1), (0, 0, 0, 12), 618.9517492661662)","((0, 0, 2), (0, 0, 0, 12), 503.3907787334573)","((0, 0, 2), (0, 0, 0, 12), 317.07732593908185)"
646,646,"((0, 0, 1), (0, 0, 0, 12), 331.5264286313663)","((0, 0, 1), (0, 0, 0, 12), 366.6747587471973)","((1, 0, 1), (0, 0, 0, 12), 732.9336485424737)","((2, 2, 0), (0, 2, 0, 12), 93.2302382592142)","((0, 2, 0), (1, 0, 1, 12), 159.71774760425555)","((2, 1, 1), (0, 0, 0, 12), 620.5627191414305)","((0, 0, 0), (0, 0, 1, 12), 519.3328797958039)","((0, 0, 0), (0, 0, 1, 12), 352.19127634318795)"
647,647,"((0, 0, 0), (0, 0, 0, 12), 400.4063605595594)","((0, 0, 0), (0, 0, 0, 12), 447.3962372657392)","((1, 0, 0), (0, 0, 0, 12), 742.0916592693554)","((0, 2, 0), (2, 0, 1, 12), 93.33304363443273)","((0, 0, 1), (0, 0, 0, 12), 172.33017643678156)","((1, 0, 2), (0, 0, 0, 12), 620.6764552576615)","((0, 0, 1), (0, 0, 0, 12), 580.9472460898363)","((0, 0, 1), (0, 0, 0, 12), 387.7564242419886)"
648,648,"((1, 0, 0), (2, 2, 1, 12), 619.1603359326957)","((2, 2, 1), (2, 2, 1, 12), 478.1331956566275)","((0, 0, 0), (0, 0, 1, 12), 744.0182736525425)","((0, 0, 1), (0, 0, 0, 12), 93.9494809855535)","((0, 2, 0), (0, 1, 0, 12), 174.549183879422)","((2, 0, 2), (0, 0, 0, 12), 622.6662342976994)","((1, 2, 0), (2, 2, 1, 12), 676.4072328591423)","((0, 0, 0), (0, 0, 0, 12), 483.0451505535156)"
649,649,"((2, 0, 1), (2, 2, 1, 12), 647.9150958826928)","((0, 2, 0), (2, 2, 1, 12), 550.4729577384979)","((0, 0, 1), (2, 2, 1, 12), 762.3337453776028)","((0, 2, 1), (0, 2, 0, 12), 94.20295630824711)","((0, 2, 0), (0, 2, 0, 12), 177.40572223941197)","((0, 1, 1), (0, 0, 0, 12), 622.7325439154756)","((0, 0, 0), (0, 0, 0, 12), 679.5873479503715)","((2, 0, 1), (2, 2, 1, 12), 500.58546209998866)"
650,650,"((2, 0, 0), (2, 2, 1, 12), 652.312677840801)","((2, 2, 2), (2, 2, 1, 12), 640.4121187905117)","((0, 2, 0), (0, 0, 0, 12), 781.1276122380212)","((0, 2, 0), (1, 1, 0, 12), 94.77787491368512)","((0, 2, 0), (0, 0, 0, 12), 181.92089458408705)","((2, 2, 1), (0, 0, 0, 12), 623.6762843117448)","((2, 2, 0), (2, 2, 1, 12), 691.7112696435179)","((2, 1, 1), (2, 2, 1, 12), 652.4195865484766)"
651,651,"((2, 0, 2), (2, 2, 1, 12), 664.0564272157063)","((2, 1, 2), (2, 2, 1, 12), 677.9297092180254)","((2, 0, 1), (2, 2, 1, 12), 800.3340910906927)","((0, 2, 0), (1, 2, 0, 12), 95.58063632555911)","((2, 0, 1), (1, 2, 1, 12), 192.02190656212585)","((2, 1, 0), (0, 0, 0, 12), 625.2353372586784)","((2, 2, 1), (2, 2, 1, 12), 694.3313328875805)","((1, 0, 0), (2, 2, 1, 12), 655.4922290604025)"
652,652,"((0, 0, 1), (2, 2, 1, 12), 711.0492019046413)","((2, 0, 2), (2, 2, 1, 12), 715.8026299002674)","((0, 0, 2), (0, 0, 0, 12), 809.8261926377778)","((0, 2, 0), (1, 0, 0, 12), 102.35209923222872)","((2, 0, 1), (0, 2, 1, 12), 196.9267149895989)","((2, 0, 1), (0, 0, 0, 12), 629.65023434299)","((0, 2, 2), (2, 2, 1, 12), 754.0719950758324)","((2, 0, 1), (1, 2, 1, 12), 736.4822985851158)"
653,653,"((1, 0, 1), (2, 2, 1, 12), 712.6025367196883)","((2, 2, 0), (2, 2, 1, 12), 718.4687865908976)","((2, 2, 1), (2, 2, 1, 12), 813.8474286660014)","((0, 2, 0), (0, 0, 1, 12), 102.42546811621646)","((0, 0, 0), (0, 0, 0, 12), 221.8507797245152)","((1, 2, 1), (0, 0, 0, 12), 630.1524768221753)","((1, 2, 1), (2, 2, 1, 12), 767.2506631865614)","((2, 1, 0), (2, 2, 1, 12), 737.0220737354244)"
654,654,"((1, 0, 2), (2, 2, 1, 12), 722.2451463122178)","((2, 2, 2), (0, 2, 1, 12), 745.1894476512736)","((1, 0, 0), (2, 2, 1, 12), 824.1693786660267)","((0, 2, 0), (1, 0, 1, 12), 103.63183690034177)","((1, 0, 0), (2, 2, 1, 12), 612.1126291050551)","((0, 2, 1), (0, 0, 0, 12), 632.5743337209296)","((2, 2, 2), (2, 2, 1, 12), 775.1584643515715)","((2, 0, 1), (0, 2, 1, 12), 746.4600203008134)"
655,655,"((0, 0, 0), (2, 2, 1, 12), 736.968516717801)","((0, 2, 2), (2, 2, 1, 12), 746.9969796660358)","((1, 1, 2), (2, 2, 1, 12), 855.4195668346173)","((0, 2, 0), (0, 0, 0, 12), 115.90331934860596)","((1, 0, 1), (2, 2, 1, 12), 650.0144092580053)","((1, 0, 1), (0, 0, 0, 12), 633.1897971500629)","((2, 1, 0), (2, 2, 1, 12), 776.2796871439688)","((1, 1, 0), (2, 2, 1, 12), 768.4942144730933)"
656,656,"((0, 0, 2), (2, 2, 1, 12), 746.8739665926887)","((2, 2, 2), (1, 2, 1, 12), 747.8119107680266)","((0, 0, 1), (0, 0, 0, 12), 861.6140513464208)","((1, 2, 0), (0, 2, 0, 12), 117.07235847923477)","((2, 0, 0), (2, 2, 1, 12), 728.1280374410208)","((2, 0, 0), (0, 0, 0, 12), 641.1489542412693)","((2, 1, 1), (2, 2, 1, 12), 817.1462263230693)","((2, 1, 2), (2, 2, 1, 12), 805.0130729741682)"
657,657,"((0, 2, 2), (2, 2, 1, 12), 759.1507222497542)","((1, 2, 0), (2, 2, 1, 12), 758.1752083131299)","((0, 2, 1), (0, 2, 1, 12), 865.1510323752377)","((0, 2, 0), (0, 1, 0, 12), 117.49426416633581)","((0, 0, 1), (2, 2, 1, 12), 731.1826776036802)","((1, 1, 0), (0, 0, 0, 12), 641.1948122285189)","((0, 2, 0), (2, 2, 1, 12), 828.5813506723288)","((1, 1, 2), (2, 2, 1, 12), 814.0881867809185)"
658,658,"((0, 2, 0), (2, 2, 1, 12), 797.3403675766036)","((2, 1, 1), (2, 2, 1, 12), 779.2962382996213)","((2, 1, 1), (2, 2, 1, 12), 896.8879965108268)","((0, 0, 0), (0, 0, 0, 12), 141.09710814726316)","((2, 0, 2), (2, 2, 1, 12), 737.6049605170156)","((0, 1, 0), (0, 0, 0, 12), 644.164866871553)","((0, 1, 1), (2, 2, 1, 12), 831.8147059533687)","((1, 1, 1), (2, 2, 1, 12), 819.607155446298)"
659,659,"((0, 1, 1), (2, 2, 1, 12), 803.4795666017485)","((1, 1, 1), (2, 2, 1, 12), 817.8601141425697)","((2, 2, 2), (2, 2, 1, 12), 904.1502348330713)","((0, 2, 0), (0, 2, 0, 12), 141.45006671235632)","((2, 2, 1), (2, 2, 1, 12), 741.3722662182903)","((1, 0, 0), (0, 0, 0, 12), 650.8087226527454)","((1, 2, 2), (2, 2, 1, 12), 833.7758042565646)","((1, 2, 0), (2, 2, 1, 12), 836.3003445261307)"
660,660,"((2, 2, 2), (2, 2, 1, 12), 820.7216153971596)","((1, 2, 2), (2, 2, 1, 12), 826.444359629295)","((2, 1, 0), (2, 2, 1, 12), 905.7773122823362)","((1, 2, 2), (2, 2, 1, 12), 636.5400352350766)","((0, 0, 0), (2, 2, 1, 12), 762.6615638638153)","((2, 2, 0), (0, 0, 0, 12), 656.6311202229948)","((1, 1, 1), (2, 2, 1, 12), 839.9081775633955)","((0, 1, 0), (2, 2, 1, 12), 859.257223031384)"
661,661,"((1, 1, 0), (2, 2, 1, 12), 831.6509862134076)","((0, 1, 1), (2, 2, 1, 12), 834.9566438923617)","((2, 0, 2), (2, 2, 1, 12), 907.219316347603)","((2, 0, 0), (2, 2, 1, 12), 701.8416429683417)","((2, 2, 0), (2, 2, 1, 12), 780.4110833445327)","((1, 0, 1), (2, 2, 1, 12), 660.064061277973)","((0, 0, 2), (2, 2, 1, 12), 844.64651473791)","((2, 0, 2), (2, 2, 1, 12), 860.2368444030469)"
662,662,"((1, 1, 2), (2, 2, 1, 12), 858.5089288685712)","((2, 1, 0), (2, 2, 1, 12), 835.8904797098847)","((1, 0, 2), (2, 2, 1, 12), 910.979410079195)","((2, 2, 0), (2, 2, 1, 12), 800.6528222310569)","((0, 0, 2), (2, 2, 1, 12), 785.1989634185369)","((0, 0, 2), (0, 0, 0, 12), 670.7696511795435)","((2, 0, 1), (0, 2, 1, 12), 849.4491647647799)","((0, 0, 0), (2, 2, 1, 12), 874.7775006661252)"
663,663,"((2, 2, 0), (2, 2, 1, 12), 871.4191198867924)","((1, 0, 1), (2, 2, 1, 12), 852.5857143193384)","((0, 0, 0), (2, 2, 1, 12), 929.7977311080323)","((2, 2, 2), (2, 2, 1, 12), 813.1443644248116)","((1, 0, 2), (2, 2, 1, 12), 786.071154448957)","((1, 2, 0), (0, 0, 0, 12), 681.9120721370622)","((0, 1, 0), (2, 2, 1, 12), 856.0333744665874)","((1, 2, 2), (2, 2, 1, 12), 881.6916438889327)"
664,664,"((2, 2, 1), (2, 2, 1, 12), 885.4920513444977)","((1, 2, 1), (2, 2, 1, 12), 853.297787970215)","((2, 2, 0), (2, 2, 1, 12), 933.116273905942)","((2, 2, 1), (2, 2, 1, 12), 813.3152782727508)","((1, 2, 2), (2, 2, 1, 12), 790.2617699335924)","((0, 0, 1), (0, 0, 0, 12), 698.9122643366748)","((1, 1, 0), (2, 2, 1, 12), 871.3693800123656)","((2, 2, 0), (2, 2, 1, 12), 882.988772918234)"
665,665,"((1, 2, 0), (2, 2, 1, 12), 891.9822885117409)","((0, 1, 0), (2, 2, 1, 12), 859.5364524298204)","((1, 2, 1), (2, 2, 1, 12), 941.5881932089612)","((0, 2, 2), (2, 2, 1, 12), 829.8718629637052)","((0, 1, 0), (2, 2, 1, 12), 799.855027774466)","((0, 2, 0), (0, 0, 0, 12), 699.8695544566772)","((2, 0, 0), (2, 2, 1, 12), 892.4214302117473)","((2, 2, 1), (2, 2, 1, 12), 886.784328728993)"
666,666,"((0, 2, 1), (2, 2, 1, 12), 900.4484119911685)","((0, 0, 0), (2, 2, 1, 12), 865.9687840682204)","((1, 2, 2), (2, 2, 1, 12), 950.3576994559243)","((1, 2, 2), (0, 2, 1, 12), 853.8187324546489)","((1, 2, 0), (2, 2, 1, 12), 859.7273866686674)","((0, 0, 0), (0, 0, 0, 12), 759.0645567897569)","((2, 1, 2), (2, 2, 1, 12), 892.6271234249928)","((0, 2, 0), (2, 2, 1, 12), 924.732147791926)"
667,667,"((1, 2, 1), (2, 2, 1, 12), 914.2848213019688)","((1, 1, 0), (2, 2, 1, 12), 868.9121906823909)","((0, 0, 0), (0, 0, 0, 12), 950.5819715092715)","((1, 2, 0), (2, 2, 1, 12), 855.2623614520674)","((2, 2, 2), (2, 2, 1, 12), 863.4717638648208)","((0, 0, 2), (2, 2, 1, 12), 767.8009589147437)","((2, 0, 2), (2, 2, 1, 12), 896.7840541378254)","((1, 2, 1), (2, 2, 1, 12), 944.3674555467178)"
668,668,"((2, 1, 0), (2, 2, 1, 12), 937.9980982177387)","((1, 1, 2), (2, 2, 1, 12), 872.1127631431453)","((2, 1, 2), (2, 2, 1, 12), 951.4178989529621)","((2, 0, 2), (2, 2, 1, 12), 857.5010814263431)","((2, 1, 2), (2, 2, 1, 12), 878.4085579933644)","((2, 0, 0), (2, 2, 1, 12), 782.4063562314805)","((0, 2, 1), (1, 2, 1, 12), 930.4941343573296)","((1, 0, 0), (1, 2, 1, 12), 951.5263227199526)"
669,669,"((2, 1, 2), (2, 2, 1, 12), 942.3750573803403)","((2, 0, 1), (2, 2, 1, 12), 901.3160841070935)","((1, 1, 1), (2, 2, 1, 12), 956.7418281390889)","((0, 0, 2), (2, 2, 1, 12), 857.6635004842326)","((0, 0, 0), (1, 2, 1, 12), 878.6706579183711)","((0, 0, 0), (2, 2, 1, 12), 794.5850861783227)","((1, 1, 2), (2, 2, 1, 12), 932.0333365123579)","((0, 2, 1), (2, 2, 1, 12), 953.2853232417194)"
670,670,"((1, 2, 2), (2, 2, 1, 12), 971.1661722207381)","((0, 0, 1), (2, 2, 1, 12), 937.7947099937172)","((2, 0, 0), (2, 2, 1, 12), 960.371976893338)","((1, 2, 1), (0, 2, 1, 12), 858.991810914368)","((1, 1, 0), (2, 2, 1, 12), 912.9381974342864)","((0, 1, 0), (2, 2, 1, 12), 819.3154172232394)","((1, 0, 0), (2, 2, 1, 12), 951.8888336850475)","((1, 0, 0), (0, 2, 1, 12), 962.1897257444888)"
671,671,"((1, 1, 1), (2, 2, 1, 12), 972.4138776438729)","((1, 2, 2), (1, 2, 1, 12), 942.8301269577355)","((0, 1, 2), (2, 2, 1, 12), 961.5947698036258)","((1, 0, 2), (2, 2, 1, 12), 864.43217688649)","((0, 2, 1), (2, 2, 1, 12), 922.7300080869024)","((2, 0, 2), (2, 2, 1, 12), 836.451286874507)","((0, 1, 2), (2, 2, 1, 12), 973.942674451101)","((2, 0, 0), (2, 2, 1, 12), 964.2832838778587)"
672,672,"((2, 1, 1), (2, 2, 1, 12), 1015.0766756187894)","((2, 0, 0), (2, 2, 1, 12), 944.2625904631334)","((1, 1, 0), (2, 2, 1, 12), 985.9138580665733)","((0, 0, 0), (2, 2, 1, 12), 865.5279436422078)","((2, 1, 0), (2, 2, 1, 12), 925.7709851187487)","((0, 1, 1), (2, 2, 1, 12), 844.5196788863166)","((2, 0, 1), (1, 2, 1, 12), 988.4289807550911)","((0, 2, 2), (2, 2, 1, 12), 967.6890233368207)"
673,673,"((2, 0, 2), (0, 2, 1, 12), 1018.3079679029712)","((1, 0, 0), (2, 2, 1, 12), 962.4556264383368)","((1, 2, 0), (2, 2, 1, 12), 1004.194250642913)","((1, 0, 0), (2, 2, 1, 12), 879.696336065477)","((2, 0, 2), (1, 2, 1, 12), 926.907125524317)","((1, 0, 0), (2, 2, 1, 12), 852.5751884514632)","((1, 0, 2), (2, 2, 1, 12), 1001.2078009947356)","((0, 0, 1), (2, 2, 1, 12), 978.3132435730575)"
674,674,"((2, 0, 2), (1, 2, 1, 12), 1038.3375174103824)","((1, 0, 2), (2, 2, 1, 12), 965.4339004359813)","((0, 2, 0), (2, 2, 1, 12), 1009.8787638963564)","((0, 2, 0), (2, 2, 1, 12), 879.8068464003181)","((0, 2, 2), (2, 2, 1, 12), 934.0878565266056)","((2, 1, 0), (2, 2, 1, 12), 865.7999218374308)","((1, 0, 1), (2, 2, 1, 12), 1002.0581208731428)","((2, 2, 2), (2, 2, 1, 12), 992.3036153550082)"
